id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective
8682;the-incredible-adventures-of-van-helsing-final-cut;Oct 07, 2015 - PC (Microsoft Windows);NeoCore Games;NeoCore Games;;Adventure, Hack and slash/Beat 'em up, Indie, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action, Fantasy, Horror, Science fiction;;;The Incredible Adventures of Van Helsing;Bird view / Isometric
8683;the-incredible-adventures-of-van-helsing-ii;"May 22, 2014 - PC (Microsoft Windows); Sep 22, 2014 - Mac; Jul 01, 2016 - Xbox One; Aug 08, 2017 - PlayStation Network";NeoCore Games;NeoCore Games;;Adventure, Hack and slash/Beat 'em up, Indie, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action, Fantasy;"All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 4, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;The Incredible Adventures of Van Helsing;Bird view / Isometric
8684;the-incredible-adventures-of-van-helsing-iii;"May 22, 2015 - Mac; May 22, 2015 - PC (Microsoft Windows); Dec 29, 2017 - Xbox One; Jan 31, 2020 - PlayStation 4";NeoCore Games;NeoCore Games;;Adventure, Indie, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action;"PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes; Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 4, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;The Incredible Adventures of Van Helsing;Bird view / Isometric
8685;the-incredible-hul;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8686;the-incredible-hulk;"Jun 05, 2008 - PlayStation 2; Jun 05, 2008 - PlayStation 3; Jun 05, 2008 - Wii; Jun 05, 2008 - PC (Microsoft Windows); Jun 05, 2008 - Xbox 360; Jun 05, 2008 - Nintendo DS";Sega;Edge of Reality;Amaze Entertainment;;Single player;Action, Sandbox;;;Incredible Hulk;Third person
8687;the-incredible-hulk-ultimate-destruction;"Aug 23, 2005 - PlayStation 2; Aug 23, 2005 - Xbox; Aug 23, 2005 - Nintendo GameCube";Sierra Entertainment;Radical Entertainment;;Hack and slash/Beat 'em up;Single player;Action, Sandbox, Science fiction;;;Marvel;Third person
8688;the-incredibles;"Oct 26, 2004 - Mac; Oct 29, 2004 - PC (Microsoft Windows); Oct 31, 2004 - PlayStation 2; Oct 31, 2004 - Game Boy Advance; Oct 31, 2004 - Xbox; Oct 31, 2004 - Nintendo GameCube";THQ;Helixe, Heavy Iron Studios;;Adventure, Hack and slash/Beat 'em up, Platform;Single player;Action, Comedy, Educational;;;Disney;Third person
8689;the-incredibles-rise-of-the-underminer;"Oct 24, 2005 - PlayStation 2; Oct 24, 2005 - Mac; Oct 24, 2005 - Game Boy Advance; Oct 24, 2005 - Xbox; Oct 24, 2005 - Nintendo GameCube; Oct 24, 2005 - PC (Microsoft Windows); Oct 24, 2005 - Nintendo DS";THQ;Heavy Iron Studios;;Adventure, Platform;Single player, Split screen;Action;Xbox: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;Pixar;Third person
8690;the-infectious-madness-of-doctor-dekker;"May 19, 2017 - PC (Microsoft Windows); Jun 05, 2018 - PlayStation Network; Jun 05, 2018 - Nintendo Switch; Jun 30, 2018 - Xbox One";Wales Interactive, D'Avekki Studios;D'Avekki Studios;;Adventure, Indie, Puzzle, Simulator;Single player;Horror, Mystery;;;;First person
8691;the-inner-world;"Jul 18, 2013 - Mac; Jul 18, 2013 - PC (Microsoft Windows); Nov 27, 2013 - iOS; Dec 31, 2014 - Android; Mar 20, 2015 - Linux; Mar 29, 2017 - PlayStation Network; Mar 31, 2017 - PlayStation 4; Mar 31, 2017 - Xbox One; Aug 03, 2018 - Nintendo Switch";Headup Games;Studio Fizbin;;Adventure, Indie, Point-and-click;Single player;Fantasy, Kids;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;The Inner World;Side view
8692;the-inner-world-the-last-wind-monk;"Jul 13, 2017 - Mac; Jul 13, 2017 - Linux; Jul 13, 2017 - PC (Microsoft Windows); Oct 24, 2017 - PlayStation 4; Aug 03, 2018 - Nintendo Switch";Headup Games, Kalypso Media Digital;Studio Fizbin;;Adventure, Indie;Single player;;;;The Inner World;
8693;the-inpatient;Jan 23, 2018 - PlayStation VR;Sony Interactive Entertainment;Supermassive Games;;Adventure;Single player;Action, Horror, Thriller;;Unreal Engine 4;Until Dawn;Virtual Reality
8694;the-invincible-iron-man;Dec 15, 2002 - Game Boy Advance;Activision;Torus Games;;;Single player;Action;;;Marvel;Side view, Third person
8695;the-invisible-hours;"Oct 10, 2017 - PlayStation 4; Oct 10, 2017 - PC (Microsoft Windows)";GameTrust, Tequila Works;Tequila Works;;Adventure, Puzzle;Single player;Mystery, Thriller;;;;Virtual Reality
8696;the-italian-job;"Oct 05, 2001 - PlayStation 2; Oct 05, 2001 - Xbox; Oct 05, 2001 - Nintendo GameCube";Eidos Interactive;Pixelogic;;Racing;Single player, Split screen;Action;;;;First person, Third person
8697;the-jackbox-party-pack-5;"Oct 17, 2018 - Mac; Oct 17, 2018 - PlayStation 4; Oct 17, 2018 - Xbox One; Oct 17, 2018 - Linux; Oct 17, 2018 - PC (Microsoft Windows); Oct 17, 2018 - Nintendo Switch";Jackbox Games, Inc.;Jackbox Games, Inc.;;Quiz/Trivia;Co-operative, Multiplayer, Single player;Comedy, Party;;;The Jackbox Party Pack;Text
8698;the-journey-down-chapter-one;"May 18, 2012 - Mac; May 18, 2012 - Linux; May 18, 2012 - PC (Microsoft Windows); Dec 19, 2012 - iOS; Jun 21, 2018 - Nintendo Switch";SkyGoblin, BlitWorks;SkyGoblin;;Adventure, Indie, Point-and-click;Single player;Comedy;;;The Journey Down;Side view, Third person
8699;the-journey-down-chapter-two;"Aug 25, 2014 - Mac; Aug 25, 2014 - iOS; Aug 25, 2014 - Linux; Aug 25, 2014 - PC (Microsoft Windows); Jun 28, 2018 - Nintendo Switch";SkyGoblin, BlitWorks;SkyGoblin;;Adventure, Indie, Point-and-click;Single player;Comedy;;;The Journey Down;Side view, Third person
8700;the-keep;"Sep 11, 2014 - Nintendo 3DS; Mar 16, 2017 - Mac; Mar 16, 2017 - PC (Microsoft Windows)";;;;Indie, Role-playing (RPG);Single player;Historical;;;;
8701;the-king-of-fighters-2006;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8702;the-king-of-fighters-collection-the-orochi-saga;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8703;the-king-of-fighters-ex2-howling-blood;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8704;the-king-of-fighters-maximum-impact-maniax;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
8705;the-king-of-fighters-neowave;"Jul 21, 2005 - PlayStation 2; Apr 18, 2006 - Xbox";SNK Playmore, Sammy;SNK Playmore;;Fighting;Single player, Split screen;;;;The King of Fighters;
8706;the-king-of-fighters-xi;"Oct 26, 2005 - Arcade; Jun 22, 2006 - PlayStation 2";SNK Playmore;;;Fighting;Multiplayer, Single player;Action;;;The King of Fighters;Side view
8707;the-king-of-fighters-xii;"Apr 10, 2009 - Arcade; Jul 28, 2009 - PlayStation 3; Jul 28, 2009 - Xbox 360";SNK Playmore, Ignition Entertainment;SNK Playmore;;Fighting;Multiplayer, Single player, Split screen;;;;The King of Fighters;Third person
8708;the-king-of-fighters-xiii;"Jul 14, 2010 - Arcade; Nov 22, 2011 - PlayStation 3; Nov 22, 2011 - Xbox 360";SNK Playmore, Atlus, Rising Star Games;SNK Playmore;;Fighting;Multiplayer, Single player, Split screen;;;;The King of Fighters;Third person
8709;the-king-of-fighters-xiv;"Aug 23, 2016 - PlayStation 4; Jun 15, 2017 - PC (Microsoft Windows)";Atlus USA, Deep Silver, SNK Corporation;SNK Corporation;Abstraction Games;Fighting;Multiplayer, Single player;Action;;;The King of Fighters;Side view
8710;the-king-of-route-66;Mar 18, 2003 - PlayStation 2;;Sega AM2, Tose;;Racing;;Comedy;;;Kingdom of Loathing;
8711;the-kore-gang;Aug 11, 2010 - Wii;Atari, Games Foundation, Pixonauts;Zoink Games, Unique Development Studios, SnapDragon Games;;Adventure, Platform;Single player;Action;;;;Third person
8712;the-last-blade-2-heart-of-the-samurai;"Jan 25, 1998 - Neo Geo MVS; Jan 28, 1999 - Neo Geo AES; Feb 27, 1999 - Neo Geo CD; Feb 28, 1999 - Dreamcast; May 24, 2016 - PlayStation Network";SNK;;;Fighting;;;;;;
8713;the-last-door;"May 20, 2014 - PC (Microsoft Windows); May 22, 2019 - PlayStation 4; May 22, 2019 - Xbox One; May 22, 2019 - Nintendo Switch";Phoenix Online Studios;The Game Kitchen;;Adventure, Indie, Point-and-click;Single player;Drama, Horror;;;The Last Door;Side view
8714;the-last-door-season-2;Mar 29, 2016 - PC (Microsoft Windows);Phoenix Online Publishing;The Game Kitchen;;Adventure, Indie;Single player;Horror;;;The Last Door;Third person
8715;the-last-express;"Mar 30, 1997 - PC DOS; Mar 30, 1997 - Mac; Mar 30, 1997 - PC (Microsoft Windows)";Broderbund;Smoking Car Productions;;Adventure, Puzzle;Single player;Fantasy, Historical, Thriller;;;;First person
8716;the-last-federation;"Apr 18, 2014 - Mac; Apr 18, 2014 - Linux; Apr 18, 2014 - PC (Microsoft Windows)";Arcen Games;Arcen Games;;Indie, Simulator, Strategy, Turn-based strategy (TBS);Single player;4X (explore, expand, exploit, and exterminate), Science fiction;;;;Bird view / Isometric
8717;the-last-guardian;Dec 06, 2016 - PlayStation 4;Sony Interactive Entertainment;Team Ico, SIE Japan Studio, genDESIGN;;Adventure, Platform, Puzzle;Single player;Action;;;;Third person
8718;the-last-guy;"Jul 31, 2008 - PlayStation Network; Jul 31, 2008 - PlayStation 3";;;;;;Action;;;;
8719;the-last-of-us;Jun 14, 2013 - PlayStation 3;Sony Computer Entertainment, Inc. (SCEI);Naughty Dog;;Adventure, Shooter;Multiplayer, Single player;Action, Horror, Stealth, Survival;;;The Last of Us;Third person
8720;the-last-of-us-left-behind;"Feb 14, 2014 - PlayStation Network; Feb 14, 2014 - PlayStation 3; Jul 29, 2014 - PlayStation 4";Sony Computer Entertainment;Naughty Dog;;Adventure, Shooter;Single player;Action, Horror, Survival;;;The Last of Us;Third person
8721;the-last-of-us-remastered;Jul 29, 2014 - PlayStation 4;Sony Computer Entertainment, Inc. (SCEI);Naughty Dog;;Adventure, Shooter;Multiplayer, Single player;Action, Horror, Stealth, Survival;;;The Last of Us;Third person
8722;the-last-remnant;"Nov 20, 2008 - Xbox 360; Mar 20, 2009 - PC (Microsoft Windows)";Square Enix;Square Enix;;Role-playing (RPG), Strategy;Single player;Fantasy, Historical;;Unreal Engine;;Third person
8723;the-last-remnant-remastered;"Dec 06, 2018 - PlayStation 4; Jun 10, 2019 - Nintendo Switch; Dec 12, 2019 - Android; Dec 12, 2019 - iOS";Square Enix;Guild Studio;;Adventure, Role-playing (RPG);Single player;Fantasy;;;;Third person
8724;the-last-story;Jan 27, 2011 - Wii;Nintendo, XSEED Games;AQ Interactive, Mistwalker;;Role-playing (RPG), Tactical;Single player, Split screen;Action, Fantasy;Wii: Offline Co-op max players: 0, Online Co-op max players: 6, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Bird view / Isometric, Third person
8725;the-last-tinker-city-of-colors;"Mar 12, 2014 - Mac; Mar 12, 2014 - PC (Microsoft Windows); May 12, 2014 - Linux; Aug 18, 2014 - PlayStation Network; Dec 31, 2014 - PlayStation 4";Daedalic Entertainment;Mimimi Productions;;Adventure, Indie, Platform;Single player;Action, Comedy;;Unity;;Third person
8726;the-legendary-starfy;Jun 09, 2009 - Nintendo DS;Nintendo;;;Adventure, Platform;;Action;Nintendo DS: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op , LAN Co-op  yes, Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;The Legendary Starfy;
8727;the-legend-of-bum-bo;Nov 12, 2019 - PC (Microsoft Windows);;Edmund McMillen;;Adventure, Indie, Puzzle, Role-playing (RPG), Strategy, Turn-based strategy (TBS);Single player;;;;;
8728;the-legend-of-dragoon;"Dec 02, 1999 - PlayStation; May 01, 2012 - PlayStation Network";Sony Computer Entertainment, Inc. (SCEI);SCE Japan Studio;;Role-playing (RPG);Single player;Action, Drama, Fantasy, Historical;;;;Third person
8729;the-legend-of-heroes-a-tear-of-vermillion;Jun 02, 2005 - PlayStation Portable;Bandai, Nihon Falcom;MiCROViSion, Nihon Falcom;;Adventure, Role-playing (RPG);Single player;Fantasy;;;Dragon Slayer: The Legend of Heroes;Bird view / Isometric
8730;the-legend-of-heroes-iii-song-of-the-ocean;Jan 12, 2006 - PlayStation Portable;Bandai Namco Games, Nihon Falcom;MiCROViSion, Nihon Falcom;;Adventure, Role-playing (RPG);Single player;Fantasy;;;Dragon Slayer: The Legend of Heroes;Bird view / Isometric
8731;the-legend-of-heroes-ii-prophecy-of-the-moonlight-witch;Dec 16, 2004 - PlayStation Portable;Bandai Namco Games, GMF;MiCROViSion, Nihon Falcom;;Adventure, Role-playing (RPG);Single player;Fantasy;;;Dragon Slayer: The Legend of Heroes;Bird view / Isometric
8732;the-legend-of-heroes-trails-in-the-sky;"Jun 24, 2004 - PC (Microsoft Windows); Oct 28, 2006 - PlayStation Portable; Dec 16, 2010 - PlayStation Network; Dec 13, 2012 - PlayStation 3; Jun 11, 2015 - PlayStation Vita";Nihon Falcom, XSEED Games, Ghostlight Ltd., Marvelous USA, Inc.;Nihon Falcom;;Role-playing (RPG);Single player;Fantasy, Science fiction;;;The Legend of Heroes: Trails;Third person
8733;the-legend-of-heroes-trails-in-the-sky-sc;"Mar 09, 2006 - PC (Microsoft Windows); Sep 27, 2007 - PlayStation Portable; Apr 25, 2013 - PlayStation 3; Dec 10, 2015 - PlayStation Vita";Nihon Falcom, Marvelous USA, Inc., XSEED Games;Nihon Falcom;;Role-playing (RPG);Single player;Fantasy, Science fiction;;;The Legend of Heroes: Trails;Third person
8734;the-legend-of-heroes-trails-in-the-sky-the-3rd;"Jun 28, 2007 - PC (Microsoft Windows); Jul 24, 2008 - PlayStation Portable; Jun 27, 2013 - PlayStation 3; Jul 14, 2016 - PlayStation Vita";Nihon Falcom, XSEED Games;Nihon Falcom;;Role-playing (RPG);Single player;Fantasy, Science fiction;;;The Legend of Heroes: Trails;Third person
8735;the-legend-of-heroes-trails-of-cold-steel;"Sep 26, 2013 - PlayStation 3; Sep 26, 2013 - PlayStation Vita; Sep 30, 2017 - PC (Microsoft Windows); Mar 08, 2018 - PlayStation 4";XSEED Games, Nihon Falcom, NIS America;Nihon Falcom;;Adventure, Role-playing (RPG);Single player;Fantasy;;;The Legend of Heroes: Trails;Third person
8736;the-legend-of-heroes-trails-of-cold-steel-ii;"Sep 25, 2014 - PlayStation Network; Sep 25, 2014 - PlayStation 3; Sep 25, 2014 - PlayStation Vita; Feb 14, 2018 - PC (Microsoft Windows); Jun 04, 2019 - PlayStation 4";NIS America, Nihon Falcom, XSEED Games, Marvelous USA, Inc.;Nihon Falcom;;Adventure, Role-playing (RPG);Single player;Fantasy;;;The Legend of Heroes: Trails;Third person
8737;the-legend-of-heroes-trails-of-cold-steel-iii;"Sep 28, 2017 - PlayStation 4; Mar 19, 2020 - Nintendo Switch; Mar 23, 2020 - PC (Microsoft Windows)";Nihon Falcom;Nihon Falcom;;Adventure, Role-playing (RPG);Single player;Fantasy;;;The Legend of Heroes: Trails;Third person
8738;the-legend-of-kage-2;Nov 07, 2008 - Nintendo DS;Square Enix;;;;;Action;;;;
8739;the-legend-of-korra;"Oct 21, 2014 - PlayStation Network; Oct 21, 2014 - PlayStation 3; Oct 21, 2014 - PlayStation 4; Oct 21, 2014 - PC (Microsoft Windows); Oct 22, 2014 - Xbox Live Arcade; Oct 22, 2014 - Xbox One; Oct 22, 2014 - Xbox 360";Activision;Platinum Games;;Adventure, Fighting, Hack and slash/Beat 'em up;Single player;Action, Fantasy;;;Avatar: The Last Airbender;Third person
8740;the-legend-of-kusakari;Aug 25, 2016 - Nintendo 3DS;;;;;;;;;;
8741;the-legend-of-legacy;"Jan 22, 2015 - Nintendo 3DS; Oct 13, 2015 - Virtual Console (Nintendo)";FuRyu, Atlus USA;FuRyu;;Role-playing (RPG);Single player;Fantasy;;;;Bird view / Isometric
8742;the-legend-of-spyro-a-new-beginning;"Oct 10, 2006 - PlayStation 2; Oct 10, 2006 - Game Boy Advance; Oct 10, 2006 - Xbox; Oct 10, 2006 - Nintendo GameCube; Oct 10, 2006 - Nintendo DS";Sierra Entertainment;Krome Studios, Amaze Entertainment;;Adventure, Platform;Single player;Action, Comedy;;;Spyro the Dragon;Third person
8743;the-legend-of-spyro-dawn-of-the-dragon;"Oct 21, 2008 - PlayStation 2; Oct 21, 2008 - PlayStation 3; Oct 21, 2008 - Wii; Oct 21, 2008 - Xbox 360; Oct 21, 2008 - Nintendo DS";Sierra Entertainment;Etranges Libellulles;Tantalus Interactive;Adventure, Platform;Co-operative, Single player;Action;"Xbox 360: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes; PlayStation 2: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes; Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes";;Spyro the Dragon;Third person
8744;the-legend-of-spyro-the-eternal-night;"Oct 02, 2007 - PlayStation 2; Oct 02, 2007 - Game Boy Advance; Oct 02, 2007 - Wii; Oct 02, 2007 - Nintendo DS";Sierra Entertainment;Krome Studios, Amaze Entertainment;;Adventure, Platform;Single player;Action, Comedy;;;Spyro the Dragon;Third person
8745;the-legend-of-zelda-a-link-between-worlds;Nov 22, 2013 - Nintendo 3DS;Nintendo;Nintendo EAD Group No. 3;;Adventure, Puzzle, Role-playing (RPG);Single player;Action, Fantasy, Historical, Open world, Sandbox;;;The Legend of Zelda;Bird view / Isometric, Third person
