id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective;crit_score;user_score
10011;wwe-2k16;"Oct 27, 2015 - PlayStation 3; Oct 27, 2015 - PlayStation 4; Oct 27, 2015 - Xbox One; Oct 27, 2015 - Xbox 360";2K Sports;Visual Concepts;QLOC;Simulator, Sport;Co-operative, Multiplayer, Single player;;;;WWE SmackDown vs. Raw;Third person;73;7,2
10012;wwe-2k17;"Oct 11, 2016 - PlayStation 3; Oct 11, 2016 - PlayStation 4; Oct 11, 2016 - Xbox One; Oct 11, 2016 - Xbox 360; Feb 07, 2017 - PC (Microsoft Windows); Dec 06, 2017 - Nintendo Switch";2K Games;YUKE'S Co., Ltd., Visual Concepts;;Simulator, Sport;Co-operative, Multiplayer, Single player;Action, Non-fiction;"All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ; Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 6, Offline max players: 6, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;WWE;Third person;69;6
10013;wwe-2k18;"Oct 17, 2017 - PlayStation 4; Oct 17, 2017 - Xbox One; Oct 17, 2017 - PC (Microsoft Windows); Dec 06, 2017 - Nintendo Switch";2K Sports;YUKE'S Co., Ltd., Visual Concepts;;Simulator, Sport;Co-operative, Multiplayer, Single player;Action, Non-fiction;"All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ; PlayStation 4: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ; Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 6, Offline max players: 6, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;WWE 2K;Bird view / Isometric, Side view;67;4,4
10014;wwe-2k19;"Oct 09, 2018 - PlayStation 4; Oct 09, 2018 - Xbox One; Oct 09, 2018 - PC (Microsoft Windows)";2K Games, 2K Sports;;;Simulator, Sport;Co-operative, Multiplayer, Single player;Non-fiction;;;WWE;Third person;77;4,8
10015;wwe-2k20;"Oct 22, 2019 - PlayStation 4; Oct 22, 2019 - Xbox One; Oct 22, 2019 - PC (Microsoft Windows)";2K Sports;Visual Concepts;;Simulator, Sport;Co-operative, Multiplayer, Single player;Non-fiction;;;WWE 2K;Side view, Third person;45;1,1
10016;wwe-all-stars;"Mar 29, 2011 - PlayStation 2; Mar 29, 2011 - PlayStation 3; Mar 29, 2011 - Wii; Mar 29, 2011 - PlayStation Portable; Mar 29, 2011 - Xbox 360; Nov 22, 2011 - Nintendo 3DS";THQ;THQ San Diego;;Fighting, Shooter, Sport;Multiplayer, Single player, Split screen;;;Unreal Engine, Havok;WWE;Third person;75;7,1
10017;wwe-crush-hour;"Mar 17, 2003 - PlayStation 2; Mar 17, 2003 - Nintendo GameCube";THQ;Pacific Coast Power & Light;;Racing;Single player, Split screen;Action;;;WWE;Third person;56;4,6
10018;wwe-day-of-reckoning;Aug 30, 2004 - Nintendo GameCube;THQ;YUKE'S Co., Ltd.;;Fighting, Sport;Single player, Split screen;Action;;;WWE;Third person;79;8,8
10019;wwe-day-of-reckoning-2;Aug 29, 2005 - Nintendo GameCube;THQ;YUKE'S Co., Ltd.;;Fighting, Sport;Single player, Split screen;Action;;;WWE;Third person;76;6,1
10020;wwe-legends-of-wrestlemania;"Mar 19, 2009 - PlayStation 3; Mar 19, 2009 - Xbox 360";THQ;YUKE'S Co., Ltd.;;Fighting, Sport;Multiplayer, Single player, Split screen;;;;WWE;Third person;71;6
10021;wwe-raw-2;Sep 15, 2003 - Xbox;THQ;Anchor Inc;;Fighting, Sport;Single player, Split screen;Action;;;WWE;Third person;68;7,4
10022;wwe-road-to-wrestlemania-x8;Nov 23, 2002 - Game Boy Advance;THQ;Natsume;;Fighting, Sport;Multiplayer, Single player;;;;WWE;Third person;73;7,5
10023;wwe-smackdown-here-comes-the-pain;Oct 27, 2003 - PlayStation 2;THQ;YUKE'S Co., Ltd.;;Hack and slash/Beat 'em up, Sport;;Non-fiction;;;WWE Smackdown!;;85;8,9
10024;wwe-smackdown-shut-your-mouth;Oct 31, 2002 - PlayStation 2;THQ, YUKE'S Co., Ltd.;YUKE'S Co., Ltd.;;Sport;Single player, Split screen;Non-fiction;;;WWE Smackdown!;;82;8,6
10025;wwe-survivor-series;Oct 12, 2004 - Game Boy Advance;THQ;Natsume;;Fighting, Sport;Multiplayer, Single player;;;;WWE;Third person;55;8,2
10026;wwe-wrestlemania-21;Apr 20, 2005 - Xbox;THQ;Studio Gigante;;Fighting, Sport;Multiplayer, Single player, Split screen;;Xbox 360: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ;;WWE;Third person;56;6,9
10027;wwe-wrestlemania-x8;Jun 09, 2002 - Nintendo GameCube;THQ;YUKE'S Co., Ltd.;;Sport;Single player, Split screen;Action;;;WWE;Third person;64;6,8
10028;wwe-wrestlemania-xix;Sep 08, 2003 - Nintendo GameCube;THQ;YUKE'S Co., Ltd.;;Fighting, Sport;Single player, Split screen;Action;;;WWE;Third person;76;8,7
10029;wwf-no-mercy;Nov 17, 2000 - Nintendo 64;THQ;Asmik Ace Entertainment, AKI Corporation;;Fighting, Sport;Single player, Split screen;Action;;;WWE;Third person;89;8,4
10030;wwf-raw;"Dec 31, 1994 - Sega 32X; Dec 31, 1994 - Super Nintendo Entertainment System (SNES); Dec 31, 1994 - Game Boy; Dec 31, 1994 - Sega Game Gear; Dec 31, 1995 - Sega Mega Drive/Genesis";LJN, Acclaim Japan, Acclaim Entertainment;Sculptured Software, Realtime Associates Seattle Division;;Sport;Multiplayer, Single player;;;;WWE;Side view;68;6,1
10031;wwf-road-to-wrestlemania;Nov 18, 2001 - Game Boy Advance;THQ;Natsume;;Fighting, Sport;Multiplayer, Single player;;;;WWE;Third person;62;tbd
10032;wwf-royal-rumble;"Feb 01, 1993 - Super Nintendo Entertainment System (SNES); Dec 31, 1993 - Sega Mega Drive/Genesis";LJN;Sculptured Software, Inc.;;Fighting, Sport;Single player;;;;WWE;Side view;66;6,2
10033;wwf-smackdown-2-know-your-role;Nov 21, 2000 - PlayStation;THQ;YUKE'S Co., Ltd.;;Sport;Single player, Split screen;Action, Non-fiction;PlayStation: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ;;WWE;Side view;90;8,5
10034;wwf-smackdown-just-bring-it;Nov 16, 2001 - PlayStation 2;THQ, YUKE'S Co., Ltd.;YUKE'S Co., Ltd.;;Sport;Single player, Split screen;Non-fiction;;;WWE;;76;7,2
10035;wwii-aces;Mar 21, 2008 - Wii;Destineer;Arcade Moon;;Simulator;Single player, Split screen;;;;;;41;5,4
10036;wwii-tank-commander;;;;;;;;;;;;46;4,5
10037;x2-the-threat;"Aug 07, 2003 - Mac; Dec 03, 2003 - PC (Microsoft Windows); May 30, 2006 - Linux";Linux Game Publishing, Enlight Software Limited, Deep Silver, Virtual Programming;Egosoft, Runesoft, Linux Game Publishing;;Simulator, Strategy;Single player;4X (explore, expand, exploit, and exterminate), Science fiction;;;X series;First person, Third person;72;7,2
10038;x3-reunion;"Oct 28, 2005 - Mac; Oct 28, 2005 - Linux; Oct 28, 2005 - PC (Microsoft Windows)";Deep Silver, Enlight Software Limited, Linux Game Publishing;Egosoft;;Role-playing (RPG), Simulator, Strategy;Single player;Action, Sandbox;;X3 Reality;X series;First person, Third person;71;6,8
10039;x3-terran-conflict;Oct 16, 2008 - PC (Microsoft Windows);Deep Silver;Egosoft;;Role-playing (RPG), Simulator, Strategy;Single player;4X (explore, expand, exploit, and exterminate), Action, Sandbox, Science fiction;;;X series;;73;7,9
10040;x4-foundations;Nov 30, 2018 - PC (Microsoft Windows);Egosoft;Egosoft;;Simulator;Single player;4X (explore, expand, exploit, and exterminate), Action, Science fiction;;;;First person;59;6,4
10041;xanadu-next;"Jun 24, 2005 - N-Gage; Oct 27, 2005 - PC (Microsoft Windows)";Nokia, XSEED Games;Nihon Falcom;ScriptArts;Hack and slash/Beat 'em up, Role-playing (RPG);Multiplayer, Single player;Action, Fantasy;;;Xanadu;Bird view / Isometric, Third person;78;7,3
10042;x-beyond-the-frontier;Jul 01, 1999 - PC (Microsoft Windows);Egosoft, THQ;Egosoft;;Simulator, Strategy;Single player;4X (explore, expand, exploit, and exterminate), Sandbox, Science fiction;;;X series;First person, Third person;67;7,4
10043;x-blades;"Nov 01, 2007 - PC (Microsoft Windows); Feb 06, 2009 - Xbox 360; Feb 10, 2009 - PlayStation 3";Ubisoft Entertainment, SouthPeak Interactive, 1C Company, TopWare Interactive;Gaijin Entertainment;;Adventure, Hack and slash/Beat 'em up, Role-playing (RPG), Shooter;Single player;Action;;Dagor Engine;;Third person;54;6,4
10044;xbox-music-mixer;Oct 27, 2003 - Xbox;Microsoft Game Studios;WildTangent;;Music;Single player, Split screen;Educational, Party;;;;;49;tbd
10045;xcom-2;"Feb 05, 2016 - Linux; Feb 05, 2016 - PC (Microsoft Windows); Apr 07, 2016 - Mac; Sep 27, 2016 - PlayStation 4; Sep 27, 2016 - Xbox One";2K Games, Feral Interactive;Firaxis Games;Feral Interactive;Role-playing (RPG), Sport, Strategy, Tactical, Turn-based strategy (TBS);Multiplayer, Single player;Science fiction;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 2, Offline max players: 0, Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unreal Engine;X-COM;Bird view / Isometric;88;7,2
10046;xcom-2-war-of-the-chosen;"Aug 29, 2017 - Mac; Aug 29, 2017 - PlayStation 4; Aug 29, 2017 - Xbox One; Aug 29, 2017 - Linux; Aug 29, 2017 - PC (Microsoft Windows)";2K Games;Firaxis Games;;Strategy, Turn-based strategy (TBS);Multiplayer, Single player;Science fiction;;;X-COM;Bird view / Isometric;88;7,8
10047;xcom-enemy-unknown;"Oct 09, 2012 - PlayStation 3; Oct 09, 2012 - PC (Microsoft Windows); Oct 09, 2012 - Xbox 360; Apr 25, 2013 - Mac; Jun 19, 2014 - Linux";2K Games, Feral Interactive;Firaxis Games;Feral Interactive;Role-playing (RPG), Strategy, Tactical, Turn-based strategy (TBS);Multiplayer, Single player;Action, Science fiction, Warfare;;Unreal Engine;X-COM;Bird view / Isometric;90;8,3
10048;xcom-enemy-unknown-plus;;2K Games;;;Strategy;;;;;;;82;8,1
10049;xcom-enemy-within;"Nov 12, 2013 - PlayStation 3; Nov 12, 2013 - Mac; Nov 12, 2013 - PC (Microsoft Windows); Nov 12, 2013 - Xbox 360; Jun 19, 2014 - Linux; Nov 13, 2014 - Android; Nov 13, 2014 - iOS; Mar 21, 2016 - PlayStation Vita";2K Games, Feral Interactive;Firaxis Games;Feral Interactive;Strategy, Turn-based strategy (TBS);Multiplayer, Single player;Action, Science fiction;;Unreal Engine;X-COM;Bird view / Isometric;88;7,7
10050;x-com-enforcer;Apr 18, 2001 - PC (Microsoft Windows);Infogrames, Hasbro Interactive;MicroProse;;Shooter, Strategy;Multiplayer, Single player;Action, Science fiction;;;X-COM;Third person;65;6,9
10051;xenoblade-chronicles;"Jun 10, 2010 - Wii; Aug 05, 2015 - Wii U";Nintendo;Monolith Soft;;Role-playing (RPG);Single player;Action, Fantasy, Open world, Science fiction;;;Xenoblade;Third person;92;9,2
10052;xenoblade-chronicles-2;Dec 01, 2017 - Nintendo Switch;Nintendo;Monolith Soft;;Adventure, Role-playing (RPG);Single player;Science fiction;;;Xenoblade;Third person;83;8,7
10053;xenoblade-chronicles-2-torna-~-the-golden-country;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;80;8,7
10054;xenoblade-chronicles-3d;Apr 02, 2015 - New Nintendo 3DS;Nintendo, Nintendo of Europe, Nintendo of America;Monolith Soft, Monster Games;Monster Games;Adventure, Role-playing (RPG);Single player;Action, Fantasy, Science fiction;;;Xenoblade;Third person;86;8,8
10055;xenoblade-chronicles-x;Apr 29, 2015 - Wii U;Nintendo;Monolith Soft;;Role-playing (RPG);Single player;Action, Open world, Sandbox, Science fiction;;;Xenoblade;Third person;84;9,1
10056;xenogears;"Feb 11, 1998 - PlayStation; Jun 25, 2008 - PlayStation Network";Square, Square Enix, Square Electronic Arts;Square;;Role-playing (RPG);Single player;Fantasy, Science fiction;;;;Bird view / Isometric, Third person;84;9,2
10057;xenonauts;"Jul 17, 2014 - Mac; Jul 17, 2014 - Linux; Jul 17, 2014 - PC (Microsoft Windows)";Goldhawk Interactive;Goldhawk Interactive;;Indie, Simulator, Strategy, Tactical, Turn-based strategy (TBS);Single player;Science fiction;;Playground SDK;Xenonauts;Bird view / Isometric;77;7,8
10058;xenon-racer;"Mar 26, 2019 - PlayStation 4; Mar 26, 2019 - Xbox One; Mar 26, 2019 - PC (Microsoft Windows); Mar 26, 2019 - Nintendo Switch";SOEDESCO Publishing;3DClouds.it;;Indie, Racing, Sport;Multiplayer, Single player;Action, Science fiction;;Unreal Engine 4;;Third person;64;5,5
10059;xenoraid;"Sep 30, 2016 - PC (Microsoft Windows); Nov 08, 2016 - Xbox One; Jan 17, 2017 - PlayStation Vita; Jan 17, 2017 - PlayStation 4; Nov 17, 2017 - Nintendo Switch";10tons Ltd.;10tons Ltd.;;Indie, Shooter;Co-operative, Multiplayer, Single player;Action, Science fiction;"PlayStation 4: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ; Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 4, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";Custom built engine;;Bird view / Isometric;65;6,2
10060;xenosaga-episode-i-der-wille-zur-macht;Feb 28, 2002 - PlayStation 2;Namco;Monolith Soft;;Adventure, Role-playing (RPG);Single player;Fantasy, Science fiction;;;Xenosaga;Bird view / Isometric, Third person;83;8,7
10061;xenosaga-episode-iii-also-sprach-zarathustra;Jul 06, 2006 - PlayStation 2;Bandai Namco Games;Monolith Soft;;Adventure, Role-playing (RPG);Single player;Fantasy, Science fiction;;;Xenosaga;Bird view / Isometric, Third person;81;8,8
10062;xenosaga-episode-ii-jenseits-von-gut-und-bose;Jun 24, 2004 - PlayStation 2;Namco, Sony Computer Entertainment Europe;Monolith Soft;;Role-playing (RPG);Single player;Fantasy, Science fiction;;;Xenosaga;Bird view / Isometric, Third person;73;7,5
10063;xeodrifter;"Dec 11, 2014 - Nintendo 3DS; Dec 11, 2014 - PC (Microsoft Windows); Jul 30, 2015 - Wii U; Sep 01, 2015 - PlayStation Network; Sep 01, 2015 - PlayStation Vita; Sep 01, 2015 - PlayStation 4; Feb 15, 2018 - Nintendo Switch";Atooi, Atooi, Good Shepherd Entertainment;Renegade Kid;Atooi;Adventure, Indie, Platform;Single player;Action, Science fiction;;;;Side view;77;5,5
10064;xevious;"Dec 31, 1982 - Arcade; May 25, 1984 - Sharp X1; Nov 01, 1984 - PC-8801; Nov 01, 1984 - FM-7; Nov 08, 1984 - Nintendo Entertainment System (NES); Dec 31, 1984 - Commodore C64/128; Dec 31, 1984 - Apple II; Dec 31, 1985 - PC-98; Dec 31, 1986 - Amstrad CPC; Dec 31, 1987 - ZX Spectrum; Dec 31, 1987 - Atari ST/STE; Dec 31, 1988 - Atari 7800; Feb 14, 2004 - Game Boy Advance; Dec 02, 2006 - Wii; Apr 27, 2013 - Wii U";Namco Limited, Atari, U.S. Gold, Mindscape, Nintendo, Enix Corporation, Dempa Shimbunsha;Namco Limited, Namco Limited;;Arcade, Shooter;Multiplayer, Single player;Science fiction;;;Xevious;Bird view / Isometric;56;tbd
10065;xg-blast;Feb 06, 2009 - Nintendo DS;Rising Star Games;Next Wave Team;;Shooter;;;;;;;68;tbd
10066;xgiii-extreme-g-racing;Dec 27, 2001 - Nintendo GameCube;;;;Racing;;;;;;;83;7,8
10067;xgra-extreme-g-racing-association;"Sep 11, 2003 - PlayStation 2; Sep 17, 2003 - Xbox; Nov 24, 2003 - Nintendo GameCube";Acclaim Entertainment;Acclaim Cheltenham;;Racing;Single player, Split screen;Action, Science fiction;;;Extreme-G;Third person;69;7,3
10068;xiaolin-showdown;"Nov 14, 2006 - PlayStation 2; Nov 14, 2006 - Xbox; Nov 14, 2006 - PlayStation Portable; Nov 14, 2006 - Nintendo DS";Konami, WB Games;BottleRocket Entertainment, Razorback Developments;;Adventure, Fighting, Hack and slash/Beat 'em up, Platform, Role-playing (RPG);Single player;Action;;;Cartoon Network;Third person;58;tbd
10069;xiii;"Nov 18, 2003 - PlayStation 2; Nov 18, 2003 - Xbox; Nov 18, 2003 - PC (Microsoft Windows); Nov 24, 2003 - Nintendo GameCube; Jun 08, 2004 - Mac";Feral Interactive, Ubisoft Entertainment;Ubisoft Paris;SouthEnd Interactive, Zonic Limited;Shooter;Multiplayer, Single player;Action, Drama, Thriller;;Unreal Engine;;First person;74;8,1
10070;xiii-century-death-or-glory;Mar 12, 2008 - PC (Microsoft Windows);GamersGate, E-Frontier, 1C Company, P2 Games;Unicorn Games Studio;;Strategy;Multiplayer, Single player;Historical;;;XIII Century;Bird view / Isometric;62;7,5
10071;x-men-destiny;"Sep 27, 2011 - PlayStation 3; Sep 27, 2011 - Wii; Sep 27, 2011 - Xbox 360; Sep 27, 2011 - Nintendo DS";Activision;Silicon Knights;;Adventure, Hack and slash/Beat 'em up, Role-playing (RPG);Single player;Action;;;X-Men;Third person;50;4,9
10072;x-men-legends;"Sep 21, 2004 - PlayStation 2; Sep 21, 2004 - Xbox; Sep 21, 2004 - Nintendo GameCube; Jan 01, 2005 - N-Gage";Activision;Raven Software, Barking Lizards Technologies;;Role-playing (RPG);Single player, Split screen;Action, Science fiction;PlayStation 2: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;X-Men;Third person;82;8
10073;x-men-legends-ii-rise-of-apocalypse;"Sep 20, 2005 - PlayStation 2; Sep 20, 2005 - Xbox; Sep 20, 2005 - Nintendo GameCube; Sep 20, 2005 - PC (Microsoft Windows); Oct 19, 2005 - PlayStation Portable; Oct 31, 2005 - N-Gage; Dec 19, 2005 - Mobile";Activision;SuperVillain Studios, Beenox, Barking Lizards Technologies, Raven Software, Vicarious Visions;;Hack and slash/Beat 'em up, Role-playing (RPG);Single player, Split screen;Action, Fantasy, Historical, Science fiction;PlayStation 2: Offline Co-op max players: 4, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;X-Men;Third person;84;8,5
10074;x-men-mutant-academy;"Jul 06, 2000 - PlayStation; Jul 06, 2000 - Game Boy Color";Activision;Crawfish Interactive, Paradox Development Studio;;Fighting, Hack and slash/Beat 'em up, Platform;Multiplayer, Single player;Action;;;X-Men;Side view;75;7,7
10075;x-men-mutant-academy-2;Sep 20, 2001 - PlayStation;Activision;Paradox Development Studio;;Fighting;Multiplayer, Single player;Action;;;X-Men;Side view;72;8,3
10076;x-men-next-dimension;"Oct 15, 2002 - PlayStation 2; Oct 15, 2002 - Xbox; Oct 15, 2002 - Nintendo GameCube";Activision;Exakt Entertainment, Paradox Development Studio;;Fighting;Single player, Split screen;Action;;;X-Men;Third person;63;7,8
10077;x-men-origins-wolverine;"May 01, 2009 - PlayStation 2; May 01, 2009 - PlayStation 3; May 01, 2009 - Wii; May 01, 2009 - PlayStation Portable; May 01, 2009 - PC (Microsoft Windows); May 01, 2009 - Xbox 360; May 01, 2009 - Nintendo DS";Activision;Raven Software, Griptonite Games;;Adventure, Hack and slash/Beat 'em up;Single player;Action, Science fiction;;;X-Men;Third person;77;7,9
10078;x-men-reign-of-apocalypse;Sep 25, 2001 - Game Boy Advance;Activision;Digital Eclipse;;Adventure, Hack and slash/Beat 'em up;Multiplayer, Single player;Action;;;X-Men;Third person;61;6,7
